,Path,Flight ID,PNR ID,Class
75,3.0,INV-ZZ-7869580,DQDS24,FC
76,3.0,INV-ZZ-7869580,FWOB38,EC
77,3.0,INV-ZZ-7869580,HORA89,BC
78,3.0,INV-ZZ-7869580,HXJO36,BC
79,3.0,INV-ZZ-7869580,ISPR53,FC
80,3.0,INV-ZZ-7869580,RFMF15,BC
81,3.0,INV-ZZ-7869580,RWIT94,BC
82,3.0,INV-ZZ-7869580,ZELK95,PC
83,3.0,INV-ZZ-9038670,DQDS24,FC
84,3.0,INV-ZZ-9038670,FWOB38,EC
85,3.0,INV-ZZ-9038670,HORA89,BC
86,3.0,INV-ZZ-9038670,HXJO36,BC
87,3.0,INV-ZZ-9038670,ISPR53,FC
88,3.0,INV-ZZ-9038670,RFMF15,BC
89,3.0,INV-ZZ-9038670,RWIT94,BC
90,3.0,INV-ZZ-9038670,ZELK95,PC
91,5.0,INV-ZZ-1789818,AXAX32,BC
92,5.0,INV-ZZ-1789818,COZI98,EC
93,5.0,INV-ZZ-1789818,CSRR51,BC
94,5.0,INV-ZZ-1789818,DRWF54,BC
95,5.0,INV-ZZ-1789818,EFZS26,FC
96,5.0,INV-ZZ-1789818,FXXF42,PC
97,5.0,INV-ZZ-1789818,GVSV71,FC
98,5.0,INV-ZZ-1789818,HXJO36,BC
99,5.0,INV-ZZ-1789818,IAVY49,EC
100,5.0,INV-ZZ-1789818,IMWN55,PC
101,5.0,INV-ZZ-1789818,LEDU31,PC
102,5.0,INV-ZZ-1789818,MHOA98,PC
103,5.0,INV-ZZ-1789818,NGPR50,EC
104,5.0,INV-ZZ-1789818,NJFW36,EC
105,5.0,INV-ZZ-1789818,NYNM49,BC
106,5.0,INV-ZZ-1789818,PCYW99,BC
107,5.0,INV-ZZ-1789818,PDMX70,BC
108,5.0,INV-ZZ-1789818,PYTS42,FC
109,5.0,INV-ZZ-1789818,QLTO56,EC
110,5.0,INV-ZZ-1789818,RRWD26,PC
111,5.0,INV-ZZ-1789818,RWIT94,PC
112,5.0,INV-ZZ-1789818,TIQI95,EC
113,5.0,INV-ZZ-1789818,UFWI78,EC
114,5.0,INV-ZZ-1789818,UTYE20,EC
115,5.0,INV-ZZ-1789818,UTYE20,PC
116,5.0,INV-ZZ-1789818,ZFTJ82,EC
117,6.0,INV-ZZ-4552482,GTWX72,EC
118,6.0,INV-ZZ-4552482,HMNU87,PC
119,6.0,INV-ZZ-4552482,PYTS42,FC
120,6.0,INV-ZZ-4552482,QDVJ45,BC
121,6.0,INV-ZZ-4552482,SMST69,EC
122,7.0,INV-ZZ-7869580,COZI98,EC
123,7.0,INV-ZZ-7869580,RRWD26,PC
124,7.0,INV-ZZ-7869580,TFHS85,BC
125,7.0,INV-ZZ-7869580,TIEU42,EC
126,7.0,INV-ZZ-9239436,COZI98,EC
127,7.0,INV-ZZ-9239436,RRWD26,PC
128,7.0,INV-ZZ-9239436,TFHS85,BC
129,7.0,INV-ZZ-9239436,TIEU42,EC
